comments;description;duration;event;main_speaker;occupation;title
80;When Allison Hunt found out that she needed a new hip -- and that CanadaвЂ™s national health care system would require her to spend nearly 2 years on a waiting list (and in pain) -- she took matters into her own hands.;288;TED2007;Allison Hunt;Marketing expert;How to get (a new) hip
97;"Ghanaian economist George Ayittey unleashes a torrent of controlled anger toward corrupt leaders in Africa -- and calls on the ""Cheetah generation"" to take back the continent.";1070;TEDGlobal 2007;George Ayittey;Economist;Africa's cheetahs versus hippos
108;Ngozi Okonjo-Iweala, the former finance minister of Nigeria, sums up four days of intense discussion on aid versus trade on the closing day of TEDGlobal 2007, and shares a personal story explaining her own commitment to this cause.;1330;TEDGlobal 2007;Ngozi Okonjo-Iweala;Economist;Aid versus trade
174;When he was just 14 years old, Malawian inventor William Kamkwamba built his family an electricity-generating windmill from spare parts, working from rough plans he found in a library book.;252;TEDGlobal 2007;William Kamkwamba;Inventor;How I built a windmill
31;South African investment banker Euvin Naidoo explains why investing in Africa can make great business sense.;1141;TEDGlobal 2007;Euvin Naidoo;Investment banker;Why invest in Africa
150;A liberal arts education is critical to forming true leaders, says university head Patrick Awuah -- because it builds decision-making skills, an ethical framework and a broad vision. Awuah himself left a career at Microsoft in the US to found a liberal arts school in Africa: Ashesi University, in his home nation of Ghana. A passionate talk about dreaming, doing and leading.;1051;TEDGlobal 2007;Patrick Awuah;University founder;How to educate leaders? Liberal arts
77;"In this deeply personal talk, Nigerian writer Chris Abani says that ""what we know about how to be who we are"" comes from stories. He searches for the heart of Africa through its poems and narrative, including his own.";1056;TEDGlobal 2007;Chris Abani;Novelist, poet;Telling stories from Africa
106;"Jacqueline Novogratz shares stories of how ""patient capital"" can bring sustainable jobs, goods, services -- and dignity -- to the world's poorest.";1103;TEDGlobal 2007;Jacqueline Novogratz;Investor and advocate for moral leadership;Patient capitalism
60;"South African singer-songwriter Vusi Mahlasela dedicates his song, ""Thula Mama,"" to all women -- and especially his grandmother.";606;TEDGlobal 2007;Vusi Mahlasela;Musician, activist;"""Thula Mama"""
36;"After Vusi Mahlasela's 3-song set at TEDGlobal, the audience wouldn't let him go. His encore, ""Woza,"" showcases his brilliant guitar playing and multilingual lyrics.";299;TEDGlobal 2007;Vusi Mahlasela;Musician, activist;"""Woza"""
49;Film producer Jeff Skoll (An Inconvenient Truth) talks about his film company, Participant Productions, and the people who've inspired him to do good.;931;TED2007;Jeff Skoll;Producer;My journey into movies that matter
102;Inventor Dean Kamen previews the prosthetic arm heвЂ™s developing at the request of the US Department of Defense. His quiet commitment to using technology to solve problems -- while honoring the human spirit -- has never been more clear.;310;TED2007;Dean Kamen;Inventor;Luke, a new prosthetic arm for soldiers
151;Is the beloved paper dictionary doomed to extinction? In this infectiously exuberant talk, leading lexicographer Erin McKean looks at the many ways today's print dictionary is poised for transformation.;950;TED2007;Erin McKean;Dictionary editor;The joy of lexicography
126;"In this provocative talk, journalist Andrew Mwenda asks us to reframe the ""African question"" -- to look beyond the media's stories of poverty, civil war and helplessness and see the opportunities for creating wealth and happiness throughout the continent.";1027;TEDGlobal 2007;Andrew Mwenda;Journalist;Aid for Africa? No thanks.
304;Artist Theo Jansen demonstrates the amazingly lifelike kinetic sculptures he builds from plastic tubes and lemonade bottles. His creatures are designed to move -- and even survive -- on their own.;493;TED2007;Theo Jansen;Artist;My creations, a new form of life
124;In an exclusive preview of his book <i>The Stuff of Thought</i>, Steven Pinker looks at language and how it expresses what goes on in our minds -- and how the words we choose communicate much more than we realize.;1047;TEDGlobal 2005;Steven Pinker;Psychologist;What our language habits reveal
677;Steven Pinker charts the decline of violence from Biblical times to the present, and argues that, though it may seem illogical and even obscene, given Iraq and Darfur, we are living in the most peaceful time in our species' existence.;1155;TED2007;Steven Pinker;Psychologist;The surprising decline in violence
164;Filmmaker Deborah Scranton talks about and shows clips from her documentary The War Tapes, which puts cameras in the hands of soldiers fighting in Iraq.;1056;TED2007;Deborah Scranton;Filmmaker;An Iraq war movie crowd-sourced from soldiers
65;Paleoanthropologist Zeresenay Alemseged looks for the roots of humanity in Ethiopia's badlands. Here he talks about finding the oldest skeleton of a humanoid child -- and how Africa holds the clues to our humanity.;951;TEDGlobal 2007;Zeresenay Alemseged;Paleoanthropologist;The search for humanity's roots
83;The MIT Media Lab's John Maeda lives at the intersection of technology and art, a place that can get very complicated. Here he talks about paring down to basics.;959;TED2007;John Maeda;Artist;Designing for simplicity
169;How might the human race end? Stephen Petranek lays out 10 terrible options and the science behind them. Will we be wiped out by an asteroid? Eco-collapse? How about a particle collider gone wild?;1782;TED2002;Stephen Petranek;Technology forecaster ;10 ways the world could end
29;Paul MacCready -- aircraft designer, environmentalist, and lifelong lover of flight -- talks about his long career.;1280;TED2003;Paul MacCready;Engineer;A flight on solar wings
225;Planetary scientist Carolyn Porco shows images from the Cassini voyage to Saturn, focusing on its largest moon, Titan, and on frozen Enceladus, which seems to shoot jets of ice.;1029;TED2007;Carolyn Porco;Planetary scientist;This is Saturn
101;Kenichi Ebina moves his body in a manner that appears to defy the limits imposed by the human skeleton. He combines breakdancing and hip-hop with mime using movements that are simultaneously precise and fluid.;212;TED2007;Kenichi Ebina;Dancer;My magic moves
80;Richard Branson talks to TED's Chris Anderson about the ups and the downs of his career, from his multibillionaire success to his multiple near-death experiences -- and reveals some of his (very surprising) motivations.;1791;TED2007;Richard Branson;Entrepreneur;Life at 30,000 feet
242;Hod Lipson demonstrates a few of his cool little robots, which have the ability to learn, understand themselves and even self-replicate.;378;TED2007;Hod Lipson;Roboticist;"Building ""self-aware"" robots"
45;Author and illustrator Maira Kalman talks about her life and work, from her covers for The New Yorker to her books for children and grown-ups. She is as wonderful, as wise and as deliciously off-kilter in person as she is on paper.;1050;TED2007;Maira Kalman;Illustrator, author;The illustrated woman
145;Nokia researcher Jan Chipchase's investigation into the ways we interact with technology has led him from the villages of Uganda to the insides of our pockets. He's made some unexpected discoveries along the way.;963;TED2007;Jan Chipchase;User anthropologist;The anthropology of mobile phones
432;Vilayanur Ramachandran tells us what brain damage can reveal about the connection between celebral tissue and the mind, using three startling delusions as examples.;1414;TED2007;VS Ramachandran;Brain expert;3 clues to understanding your brain
64;Economist Eleni Gabre-Madhin outlines her ambitious vision to found the first commodities market in Ethiopia. Her plan would create wealth, minimize risk for farmers and turn the world's largest recipient of food aid into a regional food basket.;1234;TEDGlobal 2007;Eleni Gabre-Madhin;Economist;A commodities exchange for Ethiopia
262;Surgeon and author Sherwin Nuland discusses the development of electroshock therapy as a cure for severe, life-threatening depression -- including his own. ItвЂ™s a moving and heartfelt talk about relief, redemption and second chances.;1338;TED2003;Sherwin Nuland;Doctor;How electroshock therapy changed me
412;What is happiness, and how can we all get some? Biochemist turned Buddhist monk Matthieu Ricard says we can train our minds in habits of well-being, to generate a true sense of serenity and fulfillment.;1254;TED2004;Matthieu Ricard;Monk, author, photographer;The habits of happiness
328;"Lawrence Lessig, the NetвЂ™s most celebrated lawyer, cites John Philip Sousa, celestial copyrights and the ""ASCAP cartel"" in his argument for reviving our creative culture.";1136;TED2007;Lawrence Lessig;Legal activist;Laws that choke creativity
